id_municipio,municipio,sigla_uf,regiao,populacao,area_km2,pib_mil_reais,vab_agropecuaria,vab_industria,vab_servicos,vab_adm_publica
1100015,Alta Floresta D'Oeste,RO,Norte,22516,7067.127,734467,311469,27845,172435,173122
1100023,Ariquemes,RO,Norte,111148,4426.571,3211294,293001,407675,1307977,782306
1100031,Cabixi,RO,Norte,5067,1314.352,238414,136659,8117,35866,46579
1100049,Cacoal,RO,Norte,86416,3793.0,2792506,341315,236801,1200654,629109
1100056,Cerejeiras,RO,Norte,16088,2783.3,743062,151690,27433,308668,123365
1100064,Colorado do Oeste,RO,Norte,15213,1451.06,424846,123524,28827,124601,114881
1100072,Corumbiara,RO,Norte,7052,3060.321,396740,260728,14014,45392,60535
1100080,Costa Marques,RO,Norte,19255,4987.177,316672,116783,6683,53392,128057
1100098,Espigão D'Oeste,RO,Norte,33009,4518.038,773372,202434,54682,221162,217511
1100106,Guajará-Mirim,RO,Norte,46930,24856.877,1054255,77442,40538,436344,319235
1100114,Jaru,RO,Norte,51469,2944.128,1764718,280711,177623,688455,379860
1100122,Ji-Paraná,RO,Norte,131026,6896.649,4230355,206345,502238,1926052,876139
1100130,Machadinho D'Oeste,RO,Norte,41724,8509.27,890319,352193,34663,174794,275753
1100148,Nova Brasilândia D'Oeste,RO,Norte,20504,1703.008,549853,228451,25505,114551,142582
1100155,Ouro Preto do Oeste,RO,Norte,35445,1969.85,986046,216209,71311,352572,249016
1100189,Pimenta Bueno,RO,Norte,37098,6241.016,1642621,297492,207693,550816,280779
1100205,Porto Velho,RO,Norte,548952,34090.952,20056138,1041285,4625035,7555290,3983359
1100254,Presidente Médici,RO,Norte,18165,1758.465,560210,183438,50710,140128,134437
1100262,Rio Crespo,RO,Norte,3843,1717.64,184428,115354,7564,18756,36557
1100288,Rolim de Moura,RO,Norte,55748,1457.811,1565241,194673,171674,606268,411623
1100296,Santa Luzia D'Oeste,RO,Norte,5942,1197.796,213590,106980,13083,33188,51633
1100304,Vilhena,RO,Norte,104517,11699.15,4215442,674880,369206,1712252,777252
1100320,São Miguel do Guaporé,RO,Norte,23147,7460.117,905341,381639,82318,199588,176034
1100338,Nova Mamoré,RO,Norte,32184,10070.49,742686,344263,21481,129299,214672
1100346,Alvorada D'Oeste,RO,Norte,13807,3029.189,352630,147689,11553,72543,104853
1100379,Alto Alegre dos Parecis,RO,Norte,13268,3958.273,483672,277664,18507,63694,103294
1100403,Alto Paraíso,RO,Norte,22258,2651.822,510740,185477,24384,119576,148951
1100452,Buritis,RO,Norte,41043,3265.809,966556,336953,35156,248229,272916
1100502,Novo Horizonte do Oeste,RO,Norte,8125,843.446,231501,106736,12106,40100,61438
1100601,Cacaulândia,RO,Norte,6307,1961.778,275338,194610,3288,22239,47544
1100700,Campo Novo de Rondônia,RO,Norte,14391,3442.005,369127,204767,15949,32157,105266
1100809,Candeias do Jamari,RO,Norte,28068,6843.868,655569,141452,133643,138507,204882
1100908,Castanheiras,RO,Norte,2923,892.841,99627,56909,2351,8867,28281
1100924,Chupinguaia,RO,Norte,11755,5126.723,468793,224569,44525,70952,102007
1100940,Cujubim,RO,Norte,27131,3863.946,487756,153670,44087,84329,179118
1101005,Governador Jorge Teixeira,RO,Norte,7130,5067.384,239331,146346,5056,22483,57878
1101104,Itapuã do Oeste,RO,Norte,10819,4081.58,209927,65085,14563,39827,79560
1101203,Ministro Andreazza,RO,Norte,9461,798.083,297876,132934,14076,59932,69320
1101302,Mirante da Serra,RO,Norte,10691,1191.875,262627,85084,14248,71351,75075
1101401,Monte Negro,RO,Norte,16158,1931.378,389781,153360,23162,76036,116303
1101435,Nova União,RO,Norte,6822,807.125,157321,82596,3240,16675,48987
1101450,Parecis,RO,Norte,6319,2548.683,155430,85286,3441,13907,47707
1101468,Pimenteiras do Oeste,RO,Norte,2127,6014.733,246209,178073,8909,24663,26359
1101476,Primavera de Rondônia,RO,Norte,2697,605.692,107030,62242,2158,10663,28333
1101484,São Felipe D'Oeste,RO,Norte,4962,541.647,130675,62311,3163,18618,40952
1101492,São Francisco do Guaporé,RO,Norte,21088,10948.593,488141,203490,17335,95719,142430
1101500,Seringueiras,RO,Norte,11846,3773.505,332986,147309,11108,61163,89980
1101559,Teixeirópolis,RO,Norte,4160,459.978,121304,62959,3839,15260,34222
1101609,Theobroma,RO,Norte,10348,2197.413,257436,140069,5760,23489,79582
1101708,Urupá,RO,Norte,11081,831.857,273505,110938,9244,54174,85571
1101757,Vale do Anari,RO,Norte,11545,3135.106,220948,93455,6693,27970,84100
1101807,Vale do Paraíso,RO,Norte,6490,965.676,185648,100039,4130,20871,53871
1200013,Acrelândia,AC,Norte,15721,1811.613,398725,157858,13439,91389,114911
1200054,Assis Brasil,AC,Norte,7649,4979.073,133916,44810,3944,20601,61986
1200104,Brasiléia,AC,Norte,27123,3928.174,685636,185724,45440,171335,203112
1200138,Bujari,AC,Norte,10572,3034.869,300830,168856,8391,36998,81806
1200179,Capixaba,AC,Norte,12280,1705.824,512353,342298,13142,52997,94528
1200203,Cruzeiro do Sul,AC,Norte,89760,8783.47,2058630,100357,167725,900140,696402
1200252,Epitaciolândia,AC,Norte,18979,1652.674,644542,160895,22540,246925,143215
1200302,Feijó,AC,Norte,34986,27976.874,567040,172858,24431,103190,248872
1200328,Jordão,AC,Norte,8628,5357.227,113975,21977,2460,14031,73684
1200336,Mâncio Lima,AC,Norte,19643,5451.617,269205,53381,13659,48626,147682
1200344,Manoel Urbano,AC,Norte,9701,10630.6,184904,55704,11432,33663,74979
1200351,Marechal Thaumaturgo,AC,Norte,19727,8190.953,256865,56419,5964,29458,161583
1200385,Plácido de Castro,AC,Norte,20147,1952.555,601471,309366,17444,98405,149486
1200393,Porto Walter,AC,Norte,12497,6446.385,160535,25573,4314,22836,104988
1200401,Rio Branco,AC,Norte,419452,8835.154,10955675,464933,880534,5153657,2949436
1200427,Rodrigues Alves,AC,Norte,19767,3076.342,255649,55116,7342,31896,158224
1200435,Santa Rosa do Purus,AC,Norte,6893,6155.858,108545,25745,2260,14094,64913
1200450,Senador Guiomard,AC,Norte,23446,2320.169,779672,391220,30582,150418,175830
1200500,Sena Madureira,AC,Norte,47168,23759.512,748094,209649,36344,153428,322724
1200609,Tarauacá,AC,Norte,43730,20169.485,711884,176339,23416,158432,322737
1200708,Xapuri,AC,Norte,19866,5350.586,454981,199221,23433,69331,142223
1200807,Porto Acre,AC,Norte,19141,2604.417,471315,259571,13578,50907,139960
1300029,Alvarães,AM,Norte,16396,5923.461,217333,66407,10232,32276,104372
1300060,Amaturá,AM,Norte,11934,4754.109,118872,13548,5177,19564,77746
1300086,Anamã,AM,Norte,14292,2446.121,138599,36624,6641,20014,72410
1300102,Anori,AM,Norte,21937,6036.38,248435,83155,10307,33233,115607
1300144,Apuí,AM,Norte,22739,54240.545,297810,84456,24728,59992,113589
1300201,Atalaia do Norte,AM,Norte,20868,76507.617,184947,26576,5316,25013,123689
1300300,Autazes,AM,Norte,41005,7652.852,506341,118724,31985,95443,238317
1300409,Barcelos,AM,Norte,27772,122461.086,245622,31862,19069,41809,146400
1300508,Barreirinha,AM,Norte,32919,5751.765,344890,52171,16600,57523,208090
1300607,Benjamin Constant,AM,Norte,44873,8705.441,388781,36799,24291,64580,251028
1300631,Beruri,AM,Norte,20503,17472.779,211871,26467,10112,38303,129777
1300680,Boa Vista do Ramos,AM,Norte,20040,2589.407,182412,25810,9165,30379,112933
1300706,Boca do Acre,AM,Norte,34958,21938.583,512796,121255,53417,115369,189778
1300805,Borba,AM,Norte,42328,44236.184,402131,52628,19865,74601,240084
1300839,Caapiranga,AM,Norte,13482,9455.539,177894,52504,8137,26900,86565
1300904,Canutama,AM,Norte,15981,33642.732,154316,23312,6976,26297,93398
1301001,Carauari,AM,Norte,28719,25778.658,370663,98427,23989,80012,151406
1301100,Careiro,AM,Norte,38820,6096.212,395194,60821,35814,70459,212448
1301159,Careiro da Várzea,AM,Norte,31459,2627.474,413374,193978,15110,35050,163698
1301209,Coari,AM,Norte,86713,57970.768,3380325,113910,2000961,615253,536328
1301308,Codajás,AM,Norte,29691,18700.713,531995,299133,18840,49138,155828
1301407,Eirunepé,AM,Norte,36121,14966.242,568036,248976,20731,77825,204939
1301506,Envira,AM,Norte,20748,7505.794,215527,45372,9556,38934,114651
1301605,Fonte Boa,AM,Norte,16409,12155.427,222773,28885,14195,44172,127121
1301654,Guajará,AM,Norte,17193,7583.534,177320,31779,7128,29220,105025
1301704,Humaitá,AM,Norte,57195,33111.129,860168,183793,77643,254811,283061
1301803,Ipixuna,AM,Norte,31172,12109.779,216519,16713,7758,32395,153569
1301852,Iranduba,AM,Norte,49718,2216.817,1001862,303362,123196,211279,305723
1301902,Itacoatiara,AM,Norte,104046,8891.906,2350463,465661,182494,926007,576311
1301951,Itamarati,AM,Norte,7777,25260.429,135620,42944,6481,23317,59016
1302009,Itapiranga,AM,Norte,9312,4335.075,152509,40382,9291,31591,64054
1302108,Japurá,AM,Norte,1755,55827.203,85809,16663,6036,21850,37323
1302207,Juruá,AM,Norte,15495,19442.548,138074,21456,6747,20685,85089
1302306,Jutaí,AM,Norte,13462,69457.415,266377,77531,14842,52066,114027
1302405,Lábrea,AM,Norte,47685,68262.68,625198,234934,25787,106796,233508
1302504,Manacapuru,AM,Norte,99613,7336.579,1544675,409121,142289,368854,552761
1302553,Manaquiri,AM,Norte,33981,3973.258,311335,93213,14926,33242,162980
1302603,Manaus,AM,Norte,2255903,11401.092,103281400,201067,37697008,33086569,11279398
1302702,Manicoré,AM,Norte,57405,48315.038,686279,184244,41056,128373,303518
1302801,Maraã,AM,Norte,18298,16830.827,176217,18701,7817,25730,119439
1302900,Maués,AM,Norte,66159,39991.066,595826,67607,36746,119688,344043
1303007,Nhamundá,AM,Norte,21710,14107.04,207005,27468,9860,41754,119447
1303106,Nova Olinda do Norte,AM,Norte,38665,5578.132,341652,39757,20971,57933,207200
1303205,Novo Airão,AM,Norte,20395,37776.77,186533,8945,12583,40621,117357
1303304,Novo Aripuanã,AM,Norte,26443,41179.656,252422,56186,15549,39474,133342
1303403,Parintins,AM,Norte,116439,5956.047,1426972,290479,92451,358496,594533
1303502,Pauini,AM,Norte,19616,41624.664,199541,37032,7531,32920,116553
1303536,Presidente Figueiredo,AM,Norte,38095,25459.099,1031905,95259,433687,193115,266748
1303569,Rio Preto da Eva,AM,Norte,34856,5815.622,407146,87222,40821,77029,175770
1303601,Santa Isabel do Rio Negro,AM,Norte,26566,62800.078,185817,17853,6116,25474,131235
1303700,Santo Antônio do Içá,AM,Norte,20889,12366.214,237314,26918,12934,46551,139600
1303809,São Gabriel da Cachoeira,AM,Norte,47031,109192.562,423055,25902,25536,92872,258741
1303908,São Paulo de Olivença,AM,Norte,40837,19658.502,334131,36480,13703,50083,225717
1303957,São Sebastião do Uatumã,AM,Norte,14678,10647.463,136609,20958,6871,24321,80211
1304005,Silves,AM,Norte,9289,3723.382,175042,58572,20700,23226,64096
1304062,Tabatinga,AM,Norte,68502,3260.103,758035,20271,50521,227285,396660
1304104,Tapauá,AM,Norte,16876,84946.035,239944,59592,11911,40964,119939
1304203,Tefé,AM,Norte,59250,23692.223,1098392,191608,227130,249041,383685
1304237,Tonantins,AM,Norte,19038,6446.894,185410,13062,7589,33007,125811
1304260,Uarini,AM,Norte,13839,10274.677,229209,81996,10923,39394,88152
1304302,Urucará,AM,Norte,16007,27901.962,205656,51040,10449,37696,99414
1304401,Urucurituba,AM,Norte,24098,2886.494,232661,34164,12699,43384,134010
1400027,Amajari,RR,Norte,13561,28473.45,240826,62983,10213,21938,142661
1400050,Alto Alegre,RR,Norte,15249,25454.297,385507,146585,14739,49570,167566
1400100,Boa Vista,RR,Norte,436591,5687.037,13493364,190928,1306705,5625759,4791543
1400159,Bonfim,RR,Norte,12701,8079.914,522405,274520,22091,70215,147193
1400175,Cantá,RR,Norte,19257,7664.831,353071,58180,19723,38823,205700
1400209,Caracaraí,RR,Norte,22635,47379.903,453298,68071,22712,89620,253062
1400233,Caroebe,RR,Norte,10595,12065.896,236788,73570,6607,33952,116439
1400282,Iracema,RR,Norte,12637,14011.695,208477,38618,5929,24505,135327
1400308,Mucajaí,RR,Norte,18482,12337.851,393852,70846,19885,81159,199048
1400407,Normandia,RR,Norte,11772,6959.868,202859,39996,6997,21175,131585
1400456,Pacaraima,RR,Norte,20108,8025.045,329092,10378,12128,60785,222588
1400472,Rorainópolis,RR,Norte,31387,33579.739,732356,104178,42449,161711,352449
1400506,São João da Baliza,RR,Norte,8492,4284.505,327768,43138,36302,51109,95076
1400605,São Luiz do Anauá,RR,Norte,8232,1526.898,178972,43740,7046,25916,92071
1400704,Uiramutã,RR,Norte,11014,8113.598,143945,8657,2202,12598,118438
1500107,Abaetetuba,PA,Norte,160439,1610.654,1947974,272103,73614,754091,669460
1500131,Abel Figueiredo,PA,Norte,7536,614.131,105404,27211,9394,24584,36359
1500206,Acará,PA,Norte,55744,4344.384,1432521,904959,58472,130251,312427
1500305,Afuá,PA,Norte,39910,8338.438,443759,174162,20307,46161,191039
1500347,Água Azul do Norte,PA,Norte,27797,7113.955,642853,239536,123807,63707,123699
1500404,Alenquer,PA,Norte,57390,23645.452,744811,302185,24521,135246,258088
1500503,Almeirim,PA,Norte,34044,72954.798,687773,88297,217294,118064,197239
1500602,Altamira,PA,Norte,117320,159533.306,3118777,429744,443280,1337527,569189
1500701,Anajás,PA,Norte,30091,6913.64,258574,38552,7907,37951,159539
1500800,Ananindeua,PA,Norte,540410,190.581,8937579,13285,1035308,4679395,1832303
1500859,Anapu,PA,Norte,29312,11895.27,587647,235104,22728,140246,146742
1500909,Augusto Corrêa,PA,Norte,46937,1099.619,363265,67396,12548,56528,214921
1500958,Aurora do Pará,PA,Norte,32200,1811.84,308260,88250,9606,47400,152011
1501006,Aveiro,PA,Norte,16421,17074.053,151776,49842,8055,12919,78064
1501105,Bagre,PA,Norte,31967,4397.321,250290,85696,6399,23118,130826
1501204,Baião,PA,Norte,49454,3759.834,561719,265131,15613,63199,207563
1501253,Bannach,PA,Norte,3239,2956.649,128925,90753,1598,10288,23317
1501303,Barcarena,PA,Norte,129333,1310.338,9242378,181646,4694445,1468235,621746
1501402,Belém,PA,Norte,1506420,1059.466,33567695,99129,3549132,17773251,5803063
1501451,Belterra,PA,Norte,17944,4398.418,236958,86223,10156,40823,90301
1501501,Benevides,PA,Norte,64780,187.826,1986152,12266,438114,793918,274896
1501576,Bom Jesus do Tocantins,PA,Norte,17254,2816.604,243654,90328,7004,48030,86732
1501600,Bonito,PA,Norte,16769,586.976,206570,27274,53344,25631,64369
1501709,Bragança,PA,Norte,130122,2124.734,1388411,185795,72589,465163,552596
1501725,Brasil Novo,PA,Norte,14883,6362.575,379575,161865,16464,90037,82057
1501758,Brejo Grande do Araguaia,PA,Norte,7357,1288.477,114974,44232,3057,22069,40018
1501782,Breu Branco,PA,Norte,68597,3941.904,793768,127550,159443,149724,278493
1501808,Breves,PA,Norte,104280,9566.572,892630,59887,32532,230633,509798
1501907,Bujaru,PA,Norte,29717,994.691,536456,325587,21013,52242,127889
1501956,Cachoeira do Piriá,PA,Norte,35307,2419.6,227354,43547,6326,28275,143594
1502004,Cachoeira do Arari,PA,Norte,24355,3100.261,255901,94533,7759,36136,108167
1502103,Cametá,PA,Norte,140814,3081.367,1392449,428678,40086,271023,595046
1502152,Canaã dos Carajás,PA,Norte,39103,3146.821,34987915,111001,30877677,3066193,407859
1502202,Capanema,PA,Norte,69828,621.483,1426639,144331,131410,669788,275295
1502301,Capitão Poço,PA,Norte,54545,2901.026,615256,131840,35337,169179,236972
1502400,Castanhal,PA,Norte,205667,1029.3,4707381,140846,642750,2195153,890523
1502509,Chaves,PA,Norte,24175,12534.995,247974,111397,3192,14002,117089
1502608,Colares,PA,Norte,12175,384.068,100826,20699,2830,16834,57902
1502707,Conceição do Araguaia,PA,Norte,48115,5829.482,662415,143289,30239,232425,200828
1502756,Concórdia do Pará,PA,Norte,34236,700.59,419795,110682,17552,93544,169625
1502764,Cumaru do Norte,PA,Norte,14044,17085.001,406772,267034,7679,52184,64964
1502772,Curionópolis,PA,Norte,17764,2369.096,3666991,108750,3061776,337557,109867
1502806,Curralinho,PA,Norte,35530,3617.252,282042,56014,6512,34762,178403
1502855,Curuá,PA,Norte,14776,1431.134,149514,45805,3542,20905,75569
1502905,Curuçá,PA,Norte,41093,676.322,369391,103441,13672,60166,177839
1502939,Dom Eliseu,PA,Norte,61206,5268.809,940080,233612,49642,303029,257278
1502954,Eldorado do Carajás,PA,Norte,34069,2956.691,555637,156254,48330,139636,162776
1503002,Faro,PA,Norte,6949,11771.669,76574,6823,2838,17181,46330
1503044,Floresta do Araguaia,PA,Norte,20742,3444.285,602377,260687,116719,95058,98986
1503077,Garrafão do Norte,PA,Norte,26155,1608.014,275694,75425,9978,48968,129879
1503093,Goianésia do Pará,PA,Norte,41678,7023.948,506230,168149,16647,107030,183382
1503101,Gurupá,PA,Norte,34127,8570.286,333716,79023,8405,45255,192766
1503200,Igarapé-Açu,PA,Norte,39234,785.983,415581,82651,30194,108470,159986
1503309,Igarapé-Miri,PA,Norte,63367,1996.79,690510,188507,38015,126132,297346
1503408,Inhangapi,PA,Norte,12009,472.605,174530,76519,19357,16976,49420
1503457,Ipixuna do Pará,PA,Norte,67170,5215.555,624646,83540,139039,89441,279301
1503507,Irituia,PA,Norte,32639,1385.209,277699,60721,11017,53670,141310
1503606,Itaituba,PA,Norte,101541,62042.472,3077344,166186,753355,1316450,486239
1503705,Itupiranga,PA,Norte,53439,7880.109,841410,396489,27757,143780,239283
1503754,Jacareacanga,PA,Norte,6952,53304.563,625353,63184,290782,71691,182688
1503804,Jacundá,PA,Norte,60517,2008.315,615189,68475,29715,211259,250799
1503903,Juruti,PA,Norte,59961,8305.454,1450846,290459,467180,303248,322027
1504000,Limoeiro do Ajuru,PA,Norte,29623,1490.186,502725,331383,5522,24231,136829
1504059,Mãe do Rio,PA,Norte,30389,469.341,339947,31862,13165,121765,145553
1504109,Magalhães Barata,PA,Norte,8598,323.984,98319,36893,2912,13279,42987
1504208,Marabá,PA,Norte,287664,15128.058,13519525,608869,6619708,3400318,1410550
1504307,Maracanã,PA,Norte,29559,807.628,289582,74589,9660,44451,152739
1504406,Marapanim,PA,Norte,28563,804.625,263294,52541,8453,53617,140619
1504422,Marituba,PA,Norte,135812,103.214,2577121,2145,218126,1286743,614045
1504455,Medicilândia,PA,Norte,32347,8272.629,1023645,626710,40563,165138,144100
1504505,Melgaço,PA,Norte,28121,6774.065,216421,31533,6069,22252,152233
1504604,Mocajuba,PA,Norte,31917,871.171,451566,184798,15067,61166,177074
1504703,Moju,PA,Norte,84251,9094.139,1333107,501317,104621,246898,375852
1504752,Mojuí dos Campos,PA,Norte,16282,4988.236,288393,123924,16984,47684,88076
1504802,Monte Alegre,PA,Norte,58289,18152.559,806682,295334,33791,167509,272285
1504901,Muaná,PA,Norte,41454,3763.337,338390,102947,9198,41319,176776
1504950,Nova Esperança do Piriá,PA,Norte,21519,2808.195,350593,179895,11847,47003,101532
1504976,Nova Ipixuna,PA,Norte,17027,1564.184,192412,59161,7790,35548,79842
1505007,Nova Timboteua,PA,Norte,15646,489.853,147341,28335,5203,36213,68323
1505031,Novo Progresso,PA,Norte,25769,38162.002,971105,232428,92440,367073,146115
1505064,Novo Repartimento,PA,Norte,78488,15398.723,1116164,399142,26021,253529,363628
1505106,Óbidos,PA,Norte,52473,28011.041,965319,426321,106432,147932,248445
1505205,Oeiras do Pará,PA,Norte,33182,3852.291,418634,192353,9147,42088,167186
1505304,Oriximiná,PA,Norte,74921,107613.838,2277390,312023,949627,477328,410994
1505403,Ourém,PA,Norte,18079,561.71,200487,59918,16476,40546,73282
1505437,Ourilândia do Norte,PA,Norte,33831,14410.567,1301994,95172,574409,230528,167637
1505486,Pacajá,PA,Norte,49110,11832.323,867036,413225,28136,149663,232065
1505494,Palestina do Pará,PA,Norte,7575,984.362,98673,40875,2327,14835,37194
1505502,Paragominas,PA,Norte,115838,19342.565,4279105,433733,1596083,1267405,558209
1505536,Parauapebas,PA,Norte,218787,6885.794,49756255,238183,40659414,5655263,1797124
1505551,Pau D'Arco,PA,Norte,5339,1671.419,114746,56578,3671,14923,36286
1505601,Peixe-Boi,PA,Norte,8084,450.224,72240,19300,2301,11424,36957
1505635,Piçarra,PA,Norte,12976,3312.708,292566,166605,12299,33512,68162
1505650,Placas,PA,Norte,32325,7173.194,322977,111623,9833,50875,136672
1505700,Ponta de Pedras,PA,Norte,32007,3363.749,274903,69027,6204,46385,143335
1505809,Portel,PA,Norte,63831,25384.96,944900,466733,34380,102529,318300
1505908,Porto de Moz,PA,Norte,42456,17423.017,404115,104945,10775,61332,213070
1506005,Prainha,PA,Norte,29827,14786.953,437647,219178,13824,46957,148809
1506104,Primavera,PA,Norte,10889,258.6,321570,5222,162580,33606,56793
1506112,Quatipuru,PA,Norte,13794,302.939,120746,37132,3061,16674,60869
1506138,Redenção,PA,Norte,86326,3823.809,2551566,200284,302558,1238252,392242
1506161,Rio Maria,PA,Norte,18208,4114.627,601635,163335,122405,134988,90738
1506187,Rondon do Pará,PA,Norte,53242,8246.394,733550,176745,41598,221451,230486
1506195,Rurópolis,PA,Norte,52473,7021.321,496483,90008,65987,105318,202229
1506203,Salinópolis,PA,Norte,41164,226.12,641473,21408,58821,301368,185625
1506302,Salvaterra,PA,Norte,24392,918.563,210115,36073,9144,46006,110528
1506351,Santa Bárbara do Pará,PA,Norte,21811,278.154,240288,12848,55638,44663,100139
1506401,Santa Cruz do Arari,PA,Norte,10496,1076.652,95936,37430,1676,8696,46821
1506500,Santa Izabel do Pará,PA,Norte,72856,717.662,934543,117822,69304,328897,297740
1506559,Santa Luzia do Pará,PA,Norte,19839,1346.502,195899,41040,5768,39811,100727
1506583,Santa Maria das Barreiras,PA,Norte,22244,10330.214,1071990,337616,442876,147339,104469
1506609,Santa Maria do Pará,PA,Norte,25127,457.724,371437,105235,27645,106107,103188
1506708,Santana do Araguaia,PA,Norte,75995,11591.441,1381466,379315,141634,390570,291705
1506807,Santarém,PA,Norte,308339,17898.389,6387634,442113,563797,3180015,1334783
1506906,Santarém Novo,PA,Norte,6796,229.51,59961,11705,1983,8026,36770
1507003,Santo Antônio do Tauá,PA,Norte,32346,537.618,475226,160572,54988,75761,147106
1507102,São Caetano de Odivelas,PA,Norte,18207,464.166,182987,58503,5432,28931,84785
1507151,São Domingos do Araguaia,PA,Norte,25945,1392.464,358711,107269,13806,90907,124248
1507201,São Domingos do Capim,PA,Norte,32285,1686.765,438000,204221,14409,50689,159059
1507300,São Félix do Xingu,PA,Norte,135732,84212.903,2008369,879584,186679,327860,493874
1507409,São Francisco do Pará,PA,Norte,15978,479.441,264186,108779,11976,52627,75953
1507458,São Geraldo do Araguaia,PA,Norte,24566,3168.384,710322,175716,155043,146043,130010
1507466,São João da Ponta,PA,Norte,6294,195.918,57326,16516,1728,6159,31280
1507474,São João de Pirabas,PA,Norte,23440,668.434,181939,31753,6661,33030,103011
1507508,São João do Araguaia,PA,Norte,14105,1279.889,186695,70258,10502,24511,72371
1507607,São Miguel do Guamá,PA,Norte,60268,1094.564,792510,248069,47186,173800,272181
1507706,São Sebastião da Boa Vista,PA,Norte,27302,1632.251,244688,66736,5511,32686,133171
1507755,Sapucaia,PA,Norte,6088,1298.19,141045,56541,6978,27620,39683
1507805,Senador José Porfírio,PA,Norte,11305,14419.916,246022,105173,9716,45566,76525
1507904,Soure,PA,Norte,25752,2857.349,241545,53588,7350,55108,114485
1507953,Tailândia,PA,Norte,111554,4430.477,1291017,154774,178234,366147,421539
1507961,Terra Alta,PA,Norte,11971,204.97,82919,8621,2694,14729,54485
1507979,Terra Santa,PA,Norte,19063,1895.883,519258,25488,303389,76015,101170
1508001,Tomé-Açu,PA,Norte,64604,5145.361,1039721,224587,109036,265511,334983
1508035,Tracuateua,PA,Norte,31549,868.025,285004,82240,18493,35286,142051
1508050,Trairão,PA,Norte,19344,11991.085,327330,96835,12833,100065,85763
1508084,Tucumã,PA,Norte,40661,2512.594,984036,177158,129965,355166,176936
1508100,Tucuruí,PA,Norte,116605,2084.289,5612935,73737,4178576,617647,589488
1508126,Ulianópolis,PA,Norte,62286,5088.468,1995463,1376072,142721,181220,240157
1508159,Uruará,PA,Norte,45395,10791.406,774004,281380,35194,191297,214444
1508209,Vigia,PA,Norte,54650,401.589,476447,97151,15383,127882,205473
1508308,Viseu,PA,Norte,62093,4972.897,617944,225759,19876,79170,276354
1508357,Vitória do Xingu,PA,Norte,15421,3089.537,4230225,107918,3865919,84291,140076
1508407,Xinguara,PA,Norte,45416,3779.348,1604337,184086,316853,560780,242665
1600055,Serra do Navio,AP,Norte,5577,7713.046,92139,3926,4403,15663,64933
1600105,Amapá,AP,Norte,9265,8454.847,159528,28583,4595,26863,95507
1600154,Pedra Branca do Amapari,AP,Norte,17625,9622.29,453333,7111,142228,55804,192839
1600204,Calçoene,AP,Norte,11493,14117.297,186852,16007,10559,38439,113901
1600212,Cutias,AP,Norte,6217,2179.114,94992,22729,1951,8394,60377
1600238,Ferreira Gomes,AP,Norte,8151,4973.855,578737,3229,439810,28152,101350
1600253,Itaubal,AP,Norte,5730,1622.867,87878,11716,2495,9177,62282
1600279,Laranjal do Jari,AP,Norte,52302,30782.998,1134544,13271,366792,196684,525104
1600303,Macapá,AP,Norte,522357,6563.849,12938091,71440,1069060,5643503,4962328
1600402,Mazagão,AP,Norte,22468,13294.778,374987,27651,33320,57294,235718
1600501,Oiapoque,AP,Norte,28534,23034.392,529043,18065,28098,150976,299224
1600535,Porto Grande,AP,Norte,22927,4428.013,374265,33768,21401,68978,234787
1600550,Pracuúba,AP,Norte,5370,4948.508,84579,18978,1758,6832,55658
1600600,Santana,AP,Norte,124808,1541.224,2512916,19031,217637,847610,1223474
1600709,Tartarugalzinho,AP,Norte,18217,6684.705,261070,44487,5536,27326,179019
1600808,Vitória do Jari,AP,Norte,16572,2508.979,236897,6369,15954,33394,171894
1700251,Abreulândia,TO,Norte,2609,1906.295,112135,74730,2743,9665,23145
1700301,Aguiarnópolis,TO,Norte,7049,236.792,165480,17292,21956,45844,51231
1700350,Aliança do Tocantins,TO,Norte,5303,1580.999,616571,472909,6296,72123,43473
1700400,Almas,TO,Norte,6905,4007.152,273741,183498,6912,24691,51963
1700707,Alvorada,TO,Norte,8381,1207.201,474111,152194,42885,146123,65048
1701002,Ananás,TO,Norte,9435,1581.058,159769,42527,4488,34258,69558
1701051,Angico,TO,Norte,3475,447.549,48276,10234,1661,6296,28758
1701101,Aparecida do Rio Negro,TO,Norte,4901,1159.034,255912,161633,6608,38178,41229
1701309,Aragominas,TO,Norte,5705,1168.213,98441,43334,1784,8618,42908
1701903,Araguacema,TO,Norte,7223,2774.505,240246,148350,6923,24595,54963
1702000,Araguaçu,TO,Norte,8418,5155.223,349050,200286,8542,63020,64899
1702109,Araguaína,TO,Norte,186245,4004.646,5239050,112274,521090,2540744,1341819
1702158,Araguanã,TO,Norte,5856,834.834,101858,39949,3245,10891,45417
1702208,Araguatins,TO,Norte,36573,2633.278,529290,97870,19065,137431,244204
1702307,Arapoema,TO,Norte,6590,1558.138,324523,60824,170127,37392,48895
1702406,Arraias,TO,Norte,10502,5803.085,223310,82975,8818,44556,76999
1702554,Augustinópolis,TO,Norte,18870,388.81,305118,27450,18659,103437,130909
1702703,Aurora do Tocantins,TO,Norte,3809,696.194,58806,19176,1855,7364,28400
1702901,Axixá do Tocantins,TO,Norte,9817,153.539,141092,21290,3740,28201,81195
1703008,Babaçulândia,TO,Norte,10668,1790.297,158741,57534,5336,16247,75749
